model,make,Variant,price,displacement,Fuel_System,Fuel_Tank_Capacity,fuel_type,Height,Length,Width,body_type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,Rear_Tyre_&_Rim,power_steering,Power_Windows,Power_Seats,keyless_entry,power,Seating_Capacity,no,type,wheels_size,Boot_Space,Fuel_Gauge,Handbrake,Link,image_link
rapid,skoda,1.6 Mpi Style At,1243599,1598 cc,Injection,55,petrol,1466 mm,4413 mm,1699 mm,sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,1187 kg,7,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,105ps@5250rpm,5,no,automatic,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,1.5 Tdi Cr Style At,1399599,1498 cc,Injection,55,diesel,1466 mm,4413 mm,1699 mm,sedan,4,18 km/litre,21.72 km/litre,21.72 km/litre,1228 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,110ps@4000rpm,5,no,automatic,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,1.5 Tdi Cr Style,1273599,1498 cc,Injection,55,diesel,1466 mm,4413 mm,1699 mm,sedan,4,18 km/litre,21.13 km/litre,21.13 km/litre,1210 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,110ps@4000rpm,5,no,manual,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,1.6 Mpi Style,1115599,1598 cc,Injection,55,petrol,1466 mm,4413 mm,1699 mm,sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,1137 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,105ps@5250rpm,5,no,manual,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,1.6 Mpi Ambition At,999599,1598 cc,Injection,55,petrol,1466 mm,4413 mm,1699 mm,sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,1187 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,105ps@5250rpm,5,no,automatic,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,Onyx Mt Petrol,975599,1598 cc,Injection,55,petrol,1466 mm,4413 mm,1699 mm,sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,1137 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,105ps@5250rpm,5,no,manual,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,Onyx At Petrol,1099599,1598 cc,Injection,55,petrol,1466 mm,4413 mm,1699 mm,sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,1187 kg,7,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,105ps@5250rpm,5,no,automatic,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,Onyx Mt Diesel,1158599,1498 cc,Injection,55,diesel,1466 mm,4413 mm,1699 mm,sedan,4,18 km/litre,21.13 km/litre,21.13 km/litre,1210 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,110ps@4000rpm,5,no,manual,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
rapid,skoda,Onyx At Diesel,1273599,1498 cc,Injection,55,diesel,1466 mm,4413 mm,1699 mm,sedan,4,18 km/litre,21.72 km/litre,21.72 km/litre,1228 kg,5,163 mm,ventilated disc,drum,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank-axle,185/60R15,electro-hydraulic,all windows,no,remote,110ps@4000rpm,5,no,automatic,185/60r15,460 litres,digital,manual,https://www.skoda-auto.co.in/models/rapid-tsi/rapid-tsi,https://imgd.aeplcdn.com/600x337/n/cna0dta_1488601.jpg?q=85/
octavia,skoda,Ambition 1.4 Tsi,1599599,1395 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,no,16.7 km/litre,1260 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,no,remote,140ps@6000rpm,5,no,manual,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/664x374/n/cw/ec/28783/skoda-octavia-right-front-three-quarter63.jpeg?q=85/
octavia,skoda,Ambition 2.0 Tdi Cr,1799599,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,21 km/litre,1340 kg,6,155 mm,ventilated disc,ventilated disc,mc pherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,no,remote,143ps@4000rpm,5,no,manual,205/55r16,590 litres,digital,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/664x374/n/cw/ec/28783/skoda-octavia-right-front-three-quarter63.jpeg?q=85/
octavia,skoda,Style 1.4 Tsi,1899599,1395 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,16 km/litre,16.7 km/litre,1260 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,no,remote,140ps@6000rpm,5,no,manual,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/664x374/n/cw/ec/28783/skoda-octavia-right-front-three-quarter63.jpeg?q=85/
octavia,skoda,Style 1.8 Tsi At,2059599,1798 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,14 km/litre,15.1 km/litre,1376 kg,7,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,multi-element axle with one longitudinal and three transverse links with torsion stabiliser,205/55R16,electro-hydraulic,all windows,yes,smart key,180ps@6200rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/664x374/n/cw/ec/28783/skoda-octavia-right-front-three-quarter63.jpeg?q=85/
octavia,skoda,Style 2.0 Tdi Cr,2079599,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,21 km/litre,1340 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,yes,smart key,143ps@4000rpm,5,no,manual,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,Style 2.0 Tdi Cr At,2299599,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,19.5 km/litre,1395 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,yes,smart key,143ps@4000rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,L & K 1.8 Tsi At,2359599,1798 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,14 km/litre,15.1 km/litre,1376 kg,7,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,multi-element axle with one longitudinal and three transverse links with torsion stabiliser,205/55R16,electro-hydraulic,all windows,yes,smart key,180ps@6200rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,L & K 2.0 Tdi Cr At,2359599,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,19.5 km/litre,1395 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,yes,smart key,143ps@4000rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,Corporate Edition 1.4 Tsi,1549000,1395 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,16 km/litre,16.7 km/litre,1260 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,no,remote,140ps@6000rpm,5,no,manual,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,Corporate Edition 2.0 Tdi,1699000,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,21 km/litre,1340 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,yes,smart key,141ps@4000rpm,5,no,manual,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,Onyx 1.8 Tsi Dsg,1999599,1798 cc,Injection,50,petrol,1476 mm,4670 mm,1814 mm,sedan,4,no,no,15.1 km/litre,1376 kg,7,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,multi-element axle with one longitudinal and three transverse links with torsion stabiliser,205/55R16,electro-hydraulic,all windows,yes,smart key,180ps@6200rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
octavia,skoda,Onyx 2.0 Tdi Dsg,2199599,1968 cc,Injection,50,diesel,1476 mm,4670 mm,1814 mm,sedan,4,no,no,19.5 km/litre,1395 kg,6,155 mm,ventilated disc,ventilated disc,mcpherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,205/55R16,electro-hydraulic,all windows,yes,smart key,143ps@4000rpm,5,no,automatic,205/55r16,590 litres,analog,manual,https://www.skoda-auto.co.in/models/octavia-rs/octavia-rs,https://imgd.aeplcdn.com/476x268/n/cw/ec/28783/octavia-exterior-left-front-three-quarter.jpeg?q=85/
tiago,tata,Revotron Xe,460000,1199 cc,Injection,35,petrol,1535 mm,3765 mm,1677 mm,hatchback,5,no,no,23 km/litre,935 kg,5,no,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,155/80 R13,electric power,no,no,no,86ps@6000rpm,5,no,manual,155/80 r13,no,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xt,520000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,23 km/litre,23 km/litre,930 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/65 R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,175/65 r14,242 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xz,570000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,23 km/litre,23 km/litre,930 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/65 R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,175/65 r14,242 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xz Plus,599000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,23 km/litre,23 km/litre,930 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/65 R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,175/65 r14,242 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xz Plus Dual Tone,610000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,23 km/litre,23 km/litre,930 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/65 R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,175/65 r14,242 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xza Plus,649000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,24 km/litre,24 km/litre,930 kg,5,170 mm,solid disc,drum,independent lower wishbone mcpherson strut with coil spring,rear twist beam with coil spring mounted on hydraulic shock absorbers,175/60 R15,electric power,all windows,no,remote,86ps@6000rpm,5,no,amt,no,240 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xza Plus Dual Tone,660000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,24 km/litre,24 km/litre,930 kg,5,170 mm,solid disc,drum,independent lower wishbone mcpherson strut with coil spring,rear twist beam with coil spring mounted on hydraulic shock absorbers,175/60 R15,electric power,all windows,no,remote,86ps@6000rpm,5,no,amt,no,240 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
tiago,tata,Revotron Xza,620000,1199 cc,Injection,35,petrol,1535 mm,3746 mm,1647 mm,hatchback,5,23.84 km/litre,24 km/litre,24 km/litre,930 kg,5,170 mm,solid disc,drum,independent lower wishbone mcpherson strut with coil spring,rear twist beam with coil spring mounted on hydraulic shock absorbers,175 / 65 R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,amt,no,240 litres,analog,manual,https://cars.tatamotors.com/cars/tiago,https://www.drivespark.com/img/2020/10/tata-tiago-facelift-1603174948.jpg
altroz,tata,Xe Petrol,529000,1199 cc,Injection,37,petrol,1523 mm,3990 mm,1755 mm,hatchback,5,no,no,18 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,only front windows,no,no,86ps@6000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xm Petrol,615000,1199 cc,Injection,37,petrol,1523 mm,3990 mm,1755 mm,hatchback,5,no,18 km/litre,19 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,only front windows,no,no,86ps@6000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xt Petrol,684000,1199 cc,Injection,37,petrol,1523 mm,3990 mm,1755 mm,hatchback,5,no,18 km/litre,20 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xz Petrol,744000,1199 cc,Injection,37,petrol,1523 mm,3990 mm,1755 mm,hatchback,5,no,18 km/litre,21 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,smart key,86ps@6000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xz (O) Petrol,769000,1199 cc,Injection,37,petrol,1523 mm,3990 mm,1755 mm,hatchback,5,no,18 km/litre,22 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,smart key,86ps@6000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xe Diesel,699000,1497 cc,Injection,37,diesel,1523 mm,3990 mm,1755 mm,hatchback,5,no,no,25 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,only front windows,no,no,90ps@4000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xm Diesel,775000,1497 cc,Injection,37,diesel,1523 mm,3990 mm,1755 mm,hatchback,5,no,25 km/litre,26 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,only front windows,no,no,90ps@4000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xt Diesel,844000,1497 cc,Injection,37,diesel,1523 mm,3990 mm,1755 mm,hatchback,5,no,25 km/litre,27 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,remote,90ps@4000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xz Diesel,904000,1497 cc,Injection,37,diesel,1523 mm,3990 mm,1755 mm,hatchback,5,no,25 km/litre,28 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,smart key,90ps@4000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
altroz,tata,Xz (O) Diesel,929000,1497 cc,Injection,37,diesel,1523 mm,3990 mm,1755 mm,hatchback,5,no,25 km/litre,29 km/litre,no,5,165 mm,ventilated disc,drum,independent macpherson dual path strut with coil spring,twist beam with coil spring and shock absorber,165/80R14,electric power,all windows,no,smart key,90ps@4000rpm,5,no,manual,165/80r14,345 litres,digital,manual,https://cars.tatamotors.com/cars/altroz,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Altroz/7247/1578642800962/front-left-side-47.jpg
tigor,tata,Revotron Xe,575000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,165 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; closed profile twist beam with dual path strut,155/80 R13,electric power,no,no,no,86ps@6000rpm,5,no,manual,155/80 r13,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
tigor,tata,Revotron Xm,610000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,165 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; closed profile twist beam with dual path strut,155/80 R13,electric power,all windows,no,no,86ps@6000rpm,5,no,manual,155/80 r13,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
tigor,tata,Revotron Xz,650000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/60 R15,electric power,all windows,no,remote,86ps@6000rpm,5,no,manual,175/60 r15,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
tigor,tata,Revotron Xz Plus,699000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/60 R15,electric power,all windows,no,remote smart key,86ps@6000rpm,5,no,manual,175/60 r15,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
tigor,tata,Revotron Xma,660000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,165 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; closed profile twist beam with dual path strut,155/80 R13,electric power,all windows,no,no,86ps@6000rpm,5,no,amt,155/80 r13,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
tigor,tata,Revotron Xza Plus,749000,1199 cc,Injection,35,petrol,1537 mm,3992 mm,1677 mm,sedan,4,24.12 km/litre,23 km/litre,23 km/litre,992 kg,5,170 mm,ventilated disc,drum,independent lower wishbone mcpherson strut with coil spring,semi-independent; twist beam with dual path strut,175/60 R15,electric power,all windows,no,remote smart key,86ps@6000rpm,5,no,amt,175/60 r15,419 litres,analog,manual,https://cars.tatamotors.com/cars/tigor,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor/7339/1579858414566/front-left-side-47.jpg?tr=w-135/
nexon,tata,Xe,695000,1198 cc,Injection,44,petrol,1607 mm,3994 mm,1811 mm,suv,5,no,no,17.6 km/litre,no,no,209 mm,ventilated disc,drum,independent mcpherson,twist beam with coil spring and shock absorber,195/60 R16,electric power,only front windows,no,no,110ps@5000rpm,5,no,manual,195/60 r16,350 litres,analog,no,https://cars.tatamotors.com/suv/nexon,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/7384/1614326304397/front-left-side-47.jpg
nexon,tata,Xm,770000,1198 cc,Injection,44,petrol,1607 mm,3994 mm,1811 mm,suv,5,no,no,17.6 km/litre,no,no,209 mm,ventilated disc,drum,independent mcpherson,twist beam with coil spring and shock absorber,195/60 R16,electric power,all windows,no,no,110ps@5000rpm,5,no,manual,195/60 r16,350 litres,analog,no,https://cars.tatamotors.com/suv/nexon,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/7384/1614326304397/front-left-side-47.jpg
nexon,tata,Xz,870000,1198 cc,Injection,44,petrol,1607 mm,3994 mm,1811 mm,suv,5,no,no,17.6 km/litre,no,no,209 mm,ventilated disc,drum,independent mcpherson,twist beam with coil spring and shock absorber,195/60 R16,electric power,all windows,no,no,110ps@5000rpm,5,no,manual,195/60 r16,350 litres,analog,no,https://cars.tatamotors.com/suv/nexon,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/7384/1614326304397/front-left-side-47.jpg
nexon,tata,Xz Plus,950000,1198 cc,Injection,44,petrol,1607 mm,3994 mm,1811 mm,suv,5,no,no,17.6 km/litre,no,no,209 mm,ventilated disc,drum,independent mcpherson,twist beam with coil spring and shock absorber,215 / 60 R16,electric power,all windows,no,smart key,110ps@5000rpm,5,no,manual,215 / 60 r16,350 litres,analog,no,https://cars.tatamotors.com/suv/nexon,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/7384/1614326304397/front-left-side-47.jpg
nexon,tata,Xz Plus Dual Tone,970000,1198 cc,Injection,44,petrol,1607 mm,3994 mm,1811 mm,suv,5,no,no,17.6 km/litre,no,no,209 mm,ventilated disc,drum,independent mcpherson,twist beam with coil spring and shock absorber,215 / 60 R16,electric power,all windows,no,smart key,110ps@5000rpm,5,no,manual,215 / 60 r16,350 litres,analog,no,https://cars.tatamotors.com/suv/nexon,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/7384/1614326304397/front-left-side-47.jpg
